Date,Magasin,PDV,Numéro d'équipe,Type,Employé,Commentaire,Montant
14/02/2021 21:23,Esprit Sushi Fribourg,Iphone Roberto,2,Payout,Propriétaire,pourboire carte,0.10
14/02/2021 15:55,Esprit Sushi Fribourg,Iphone Roberto,2,Entrée,Propriétaire,porte-monnaie 1,20.00
14/02/2021 15:51,Esprit Sushi Fribourg,SamsungA40,201,Payout,Propriétaire,Portemonnaie 2,20.00
14/02/2021 15:43,Esprit Sushi Fribourg,Caisse principal 3,721,Payout,Propriétaire,Porte-monnaie livreur 2,10.00
14/02/2021 15:39,Esprit Sushi Fribourg,Caisse principal 3,721,Payout,Propriétaire,Porte-monnaie livreur 2,240.00
13/02/2021 21:53,Esprit Sushi Fribourg,Caisse principal 3,721,Payout,Propriétaire,Pourboire Carte,5.10
12/02/2021 23:52,Esprit Sushi Fribourg,Caisse principal 3,721,Entrée,Propriétaire,"Solde veille ",338.90
12/02/2021 20:21,Esprit Sushi Fribourg,SamsungA40,199,Payout,Propriétaire,"Pourboire carte ",4.50
12/02/2021 19:58,Esprit Sushi Fribourg,SamsungA40,199,Payout,Propriétaire,"Pourboire carte ",1.60
07/02/2021 22:57,Esprit Sushi Fribourg,SamsungA40,195,Payout,Propriétaire,Postfinance,190.00
07/02/2021 22:55,Esprit Sushi Fribourg,Caisse principal 3,720,Payout,Propriétaire,"Postfinance ",1020.00
06/02/2021 22:42,Esprit Sushi Fribourg,SamsungA40,193,Payout,Propriétaire,Vers caisse,700.00
06/02/2021 22:42,Esprit Sushi Fribourg,Caisse principal 3,720,Entrée,Propriétaire,"Depuis porte-monnaie ",700.00
01/02/2021 11:26,Esprit Sushi Fribourg,Caisse principal 3,719,Payout,Propriétaire,"Postfinance ",1350.00
01/02/2021 11:25,Esprit Sushi Fribourg,Caisse principal 3,719,Entrée,Propriétaire,"Depuis porte-monnaie ",200.00
31/01/2021 21:37,Esprit Sushi Fribourg,SamsungA40,190,Payout,Propriétaire,Sorti verre la caisse,200.00
30/01/2021 21:20,Esprit Sushi Fribourg,Caisse principal 3,719,Entrée,Propriétaire,Porte-monnaie,200.00
30/01/2021 21:19,Esprit Sushi Fribourg,SamsungA40,189,Payout,Propriétaire,"Caisse ",200.00
29/01/2021 22:04,Esprit Sushi Fribourg,Caisse principal 3,718,Entrée,Propriétaire,Porte-monnaie,600.00
29/01/2021 22:04,Esprit Sushi Fribourg,SamsungA40,188,Payout,Propriétaire,"Caisse ",600.00
28/01/2021 17:17,Esprit Sushi Fribourg,Caisse principal 3,718,Payout,Propriétaire,"Courses ",40.00
26/01/2021 16:06,Esprit Sushi Fribourg,Caisse principal 3,717,Payout,Propriétaire,"Postfinance ",820.00
26/01/2021 16:06,Esprit Sushi Fribourg,SamsungA40,183,Payout,Propriétaire,"Postfinance ",100.00
23/01/2021 21:54,Esprit Sushi Fribourg,SamsungA40,180,Payout,Propriétaire,Vers quesse,200.00
23/01/2021 21:54,Esprit Sushi Fribourg,Caisse principal 3,716,Entrée,Propriétaire,"Depuis porte-monnaie ",200.00
23/01/2021 16:58,Esprit Sushi Fribourg,Caisse principal 3,716,Payout,Propriétaire,"Courses ",20.00
22/01/2021 23:43,Esprit Sushi Fribourg,Caisse principal 3,715,Entrée,Propriétaire,Solde veille,397.70
22/01/2021 21:25,Esprit Sushi Fribourg,Caisse principal 3,715,Entrée,Propriétaire,Porte-monnaie,300.00
22/01/2021 21:24,Esprit Sushi Fribourg,SamsungA40,179,Payout,Propriétaire,Caisse,300.00
22/01/2021 16:15,Esprit Sushi Fribourg,SamsungA40,178,Payout,Propriétaire,Postfinance,210.00
21/01/2021 22:54,Esprit Sushi Fribourg,Caisse principal 3,714,Payout,Propriétaire,"Postfinance ",350.00
21/01/2021 18:05,Esprit Sushi Fribourg,SamsungA40,178,Payout,Propriétaire,Caisse,400.00
21/01/2021 18:05,Esprit Sushi Fribourg,Caisse principal 3,714,Entrée,Propriétaire,Porte-monnaie,400.00
19/01/2021 15:22,Esprit Sushi Fribourg,Caisse principal 3,714,Payout,Propriétaire,"Postfinance ",740.00
17/01/2021 21:31,Esprit Sushi Fribourg,Caisse principal 3,713,Entrée,Propriétaire,Porte-monnaie,300.00
17/01/2021 21:30,Esprit Sushi Fribourg,SamsungA40,171,Payout,Propriétaire,"Caisse ",300.00
17/01/2021 21:11,Esprit Sushi Fribourg,SamsungA40,171,Payout,Propriétaire,"Pourboire carte ",1.50
14/01/2021 15:55,Esprit Sushi Fribourg,SamsungA40,168,Payout,Propriétaire,"Postfinance ",140.00
14/01/2021 09:45,Esprit Sushi Fribourg,Caisse principal 3,711,Payout,Propriétaire,"Postfinance ",100.00
12/01/2021 17:10,Esprit Sushi Fribourg,SamsungA40,166,Payout,Propriétaire,"Postfinance ",1100.00
12/01/2021 17:09,Esprit Sushi Fribourg,Caisse principal 3,711,Payout,Propriétaire,"Postfinance ",950.00
08/01/2021 20:07,Esprit Sushi Fribourg,SamsungA40,162,Payout,Propriétaire,"Pourboire carte ",1.10
07/01/2021 21:15,Esprit Sushi Fribourg,Caisse principal 3,711,Entrée,Propriétaire,Porte-monnaie,400.00
07/01/2021 21:13,Esprit Sushi Fribourg,SamsungA40,161,Payout,Propriétaire,"Caisse ",400.00
07/01/2021 20:46,Esprit Sushi Fribourg,Caisse principal 3,711,Payout,Propriétaire,Pourboire Carte,0.50
07/01/2021 18:56,Esprit Sushi Fribourg,SamsungA40,161,Payout,Propriétaire,"Pourboire carte ",2.30
05/01/2021 15:31,Esprit Sushi Fribourg,Caisse principal 3,710,Entrée,Propriétaire,"Monnaie ",40.00
04/01/2021 13:43,Esprit Sushi Fribourg,Caisse principal 3,710,Payout,Propriétaire,"Postfinance ",1220.00
03/01/2021 22:23,Esprit Sushi Fribourg,SamsungA40,158,Payout,Propriétaire,"Caisse ",650.00
03/01/2021 22:21,Esprit Sushi Fribourg,Caisse principal 3,710,Entrée,Propriétaire,Porte-monnaie,650.00
03/01/2021 20:36,Esprit Sushi Fribourg,SamsungA40,158,Payout,Propriétaire,"Pourboire carte ",4.00
02/01/2021 23:58,Esprit Sushi Fribourg,Caisse principal 3,709,Entrée,Propriétaire,Solde 31.12.20,679.25
02/01/2021 20:15,Esprit Sushi Fribourg,SamsungA40,157,Payout,Propriétaire,"Pourboire carte ",0.50
02/01/2021 19:22,Esprit Sushi Fribourg,SamsungA40,157,Payout,Propriétaire,"Pourboire carte ",4.60
29/12/2020 16:40,Esprit Sushi Fribourg,Caisse principal 3,707,Payout,Propriétaire,"Postfinance ",250.00
29/12/2020 16:39,Esprit Sushi Fribourg,SamsungA40,155,Entrée,Propriétaire,"Monnaie ",0.05
29/12/2020 16:37,Esprit Sushi Fribourg,SamsungA40,155,Payout,Propriétaire,"Postfinance ",400.00
26/12/2020 16:18,Esprit Sushi Fribourg,Caisse principal 3,706,Payout,Propriétaire,"Postfinance ",500.00
26/12/2020 16:15,Esprit Sushi Fribourg,SamsungA40,153,Payout,Propriétaire,"Postfinance ",400.00
24/12/2020 13:46,Esprit Sushi Fribourg,SamsungA40,152,Payout,Propriétaire,Lavage voiture,4.00
23/12/2020 17:54,Esprit Sushi Fribourg,Caisse principal 3,705,Entrée,Propriétaire,"Solde veille ",526.85
22/12/2020 22:47,Esprit Sushi Fribourg,Caisse principal 3,704,Entrée,Propriétaire,Montant avant veille,526.85
22/12/2020 21:13,Esprit Sushi Fribourg,SamsungA40,150,Payout,Propriétaire,"Pourboire carte ",1.60
22/12/2020 16:55,Esprit Sushi Fribourg,SamsungA40,150,Payout,Propriétaire,"Postfinance ",500.00
19/12/2020 11:39,Esprit Sushi Fribourg,SamsungA40,148,Payout,Propriétaire,"Postfinance ",500.00
17/12/2020 19:38,Esprit Sushi Fribourg,SamsungA40,146,Payout,Propriétaire,"Pourboire carte ",3.00
15/12/2020 17:49,Esprit Sushi Fribourg,Caisse principal 3,702,Payout,Propriétaire,"Postfinance ",550.00
15/12/2020 17:49,Esprit Sushi Fribourg,SamsungA40,144,Payout,Propriétaire,"Postfinance ",400.00
13/12/2020 19:38,Esprit Sushi Fribourg,SamsungA40,143,Payout,Propriétaire,"Pourboire carte ",0.50
12/12/2020 21:59,Esprit Sushi Fribourg,SamsungA40,142,Entrée,Propriétaire,Monnaie,10.00
08/12/2020 21:13,Esprit Sushi Fribourg,SamsungA40,138,Payout,Propriétaire,"Caisse ",400.00
08/12/2020 21:13,Esprit Sushi Fribourg,Caisse principal 3,701,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
08/12/2020 18:01,Esprit Sushi Fribourg,SamsungA40,138,Payout,Propriétaire,"Postfinance ",920.00
06/12/2020 23:25,Esprit Sushi Fribourg,Caisse principal 3,699,Payout,Propriétaire,"Postfinance ",400.00
06/12/2020 21:46,Esprit Sushi Fribourg,SamsungA40,137,Payout,Propriétaire,Pourboire carte,2.50
02/12/2020 19:07,Esprit Sushi Fribourg,SamsungA40,133,Payout,Propriétaire,"Pourboire carte ",2.60
01/12/2020 14:40,Esprit Sushi Fribourg,SamsungA40,132,Payout,Propriétaire,"Postfinance ",50.00
01/12/2020 14:40,Esprit Sushi Fribourg,Caisse principal 3,696,Payout,Propriétaire,"Postfinance ",930.00
01/12/2020 14:39,Esprit Sushi Fribourg,Caisse principal 3,696,Entrée,Propriétaire,"Erreur ",1238.95
01/12/2020 14:39,Esprit Sushi Fribourg,Caisse principal 3,696,Payout,Propriétaire,,1238.95
28/11/2020 22:47,Esprit Sushi Fribourg,Caisse principal 3,695,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
28/11/2020 22:45,Esprit Sushi Fribourg,SamsungA40,130,Payout,Propriétaire,Vers caisse,400.00
27/11/2020 21:56,Esprit Sushi Fribourg,Caisse principal 3,694,Entrée,Propriétaire,"Depuis porte-monnaie ",350.00
27/11/2020 21:56,Esprit Sushi Fribourg,SamsungA40,128,Payout,Propriétaire,,350.00
26/11/2020 22:20,Esprit Sushi Fribourg,SamsungA40,127,Payout,Propriétaire,"Postfinance ",200.00
26/11/2020 22:19,Esprit Sushi Fribourg,Caisse principal 3,693,Payout,Propriétaire,"Postfinance ",300.00
22/11/2020 22:22,Esprit Sushi Fribourg,Caisse principal 3,690,Payout,Propriétaire,"Postfinance ",600.00
22/11/2020 22:09,Esprit Sushi Fribourg,Caisse principal 3,690,Entrée,Propriétaire,"Depuis porte-monnaie ",900.00
22/11/2020 22:09,Esprit Sushi Fribourg,Caisse principal 3,690,Payout,Propriétaire,"Depuis porte-monnaie ",450.00
22/11/2020 20:58,Esprit Sushi Fribourg,SamsungA40,123,Payout,Propriétaire,"Caisse ",450.00
21/11/2020 22:14,Esprit Sushi Fribourg,Caisse principal 3,689,Payout,Propriétaire,Courses,100.00
21/11/2020 18:46,Esprit Sushi Fribourg,SamsungA40,122,Payout,Propriétaire,"Pourboire carte ",2.00
20/11/2020 16:31,Esprit Sushi Fribourg,SamsungA40,120,Payout,Propriétaire,Courses,100.00
18/11/2020 13:40,Esprit Sushi Fribourg,SamsungA40,119,Entrée,Propriétaire,Monnaie,24.00
15/11/2020 22:14,Esprit Sushi Fribourg,Caisse principal 3,685,Payout,Propriétaire,"Postfinance ",300.00
15/11/2020 22:12,Esprit Sushi Fribourg,SamsungA40,116,Payout,Propriétaire,"Postfinance ",300.00
14/11/2020 16:48,Esprit Sushi Fribourg,SamsungA40,114,Payout,Propriétaire,"Postfinance ",300.00
12/11/2020 17:38,Esprit Sushi Fribourg,SamsungA40,112,Payout,Propriétaire,Posted finance,150.00
11/11/2020 22:37,Esprit Sushi Fribourg,Caisse principal 3,681,Payout,Propriétaire,"Postfinance ",150.00
10/11/2020 14:43,Esprit Sushi Fribourg,Caisse principal 3,680,Entrée,Propriétaire,Monnaie,20.00
08/11/2020 22:33,Esprit Sushi Fribourg,Caisse principal 3,679,Payout,Propriétaire,"Postfinance ",770.00
07/11/2020 22:44,Esprit Sushi Fribourg,SamsungA40,108,Payout,Propriétaire,"Vers caisse ",400.00
07/11/2020 22:42,Esprit Sushi Fribourg,Caisse principal 3,677,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
05/11/2020 23:20,Esprit Sushi Fribourg,Caisse principal 3,675,Payout,Propriétaire,"Courses ",20.00
04/11/2020 16:24,Esprit Sushi Fribourg,SamsungA40,104,Payout,Propriétaire,"Postfinance ",180.00
01/11/2020 22:29,Esprit Sushi Fribourg,SamsungA40,102,Payout,Propriétaire,"Postfinance ",250.00
01/11/2020 22:28,Esprit Sushi Fribourg,Caisse principal 3,672,Payout,Propriétaire,"Postfinance ",60.00
31/10/2020 20:39,Esprit Sushi Fribourg,Caisse principal 3,672,Payout,Propriétaire,"Postfinance ",500.00
31/10/2020 20:39,Esprit Sushi Fribourg,Caisse principal 3,672,Entrée,Propriétaire,"Solde veille ",692.50
30/10/2020 22:22,Esprit Sushi Fribourg,Caisse principal 3,671,Payout,Propriétaire,"Courses ",20.00
30/10/2020 21:07,Esprit Sushi Fribourg,SamsungA40,99,Payout,Propriétaire,"Pourboire carte ",4.50
29/10/2020 22:25,Esprit Sushi Fribourg,Caisse principal 3,670,Entrée,Propriétaire,"Depuis porte-monnaie ",300.00
29/10/2020 22:24,Esprit Sushi Fribourg,SamsungA40,98,Payout,Propriétaire,"Caisse ",300.00
29/10/2020 22:10,Esprit Sushi Fribourg,SamsungA40,98,Payout,Propriétaire,Pourboire carte,4.10
29/10/2020 16:07,Esprit Sushi Fribourg,Caisse principal 3,669,Entrée,Propriétaire,"Solde veille ",372.50
25/10/2020 22:59,Esprit Sushi Fribourg,SamsungA40,95,Payout,Propriétaire,"Postfinance ",390.00
25/10/2020 22:52,Esprit Sushi Fribourg,Caisse principal 3,667,Payout,Propriétaire,"Postfinance ",210.00
24/10/2020 15:33,Esprit Sushi Fribourg,Caisse principal 3,666,Entrée,Propriétaire,Solde debut,266.60
24/10/2020 15:29,Esprit Sushi Fribourg,Caisse principal 3,666,Entrée,Propriétaire,Monnaie,20.00
24/10/2020 15:26,Esprit Sushi Fribourg,Caisse principal 3,666,Payout,Propriétaire,"Postfinance ",60.00
23/10/2020 21:24,Esprit Sushi Fribourg,SamsungA40,93,Payout,Propriétaire,Erreur entree,8.00
20/10/2020 15:53,Esprit Sushi Fribourg,SamsungA40,91,Payout,Propriétaire,Pos,300.00
18/10/2020 23:22,Esprit Sushi Fribourg,Caisse principal 3,664,Payout,Propriétaire,"Postfinance ",200.00
17/10/2020 20:51,Esprit Sushi Fribourg,Caisse principal 3,664,Payout,Propriétaire,"Courses ",20.00
16/10/2020 16:32,Esprit Sushi Fribourg,Caisse principal 3,664,Payout,Propriétaire,"Courses ",100.00
13/10/2020 15:09,Esprit Sushi Fribourg,SamsungA40,84,Payout,Propriétaire,"Postfinance ",300.00
11/10/2020 21:23,Esprit Sushi Fribourg,SamsungA40,83,Payout,Propriétaire,Pourboir carte,4.00
11/10/2020 20:57,Esprit Sushi Fribourg,SamsungA40,83,Payout,Propriétaire,"Parisienne verte pour client ",8.00
08/10/2020 22:26,Esprit Sushi Fribourg,SamsungA40,80,Payout,Propriétaire,"Postfinance ",100.00
04/10/2020 21:43,Esprit Sushi Fribourg,SamsungA40,76,Payout,Propriétaire,"Postfinance ",600.00
04/10/2020 21:42,Esprit Sushi Fribourg,Caisse principal 3,661,Payout,Propriétaire,Courses,20.00
04/10/2020 21:42,Esprit Sushi Fribourg,SamsungA40,76,Entrée,Propriétaire,Postfinance,300.00
03/10/2020 17:58,Esprit Sushi Fribourg,SamsungA40,75,Payout,Propriétaire,"Postfinance ",200.00
03/10/2020 16:58,Esprit Sushi Fribourg,Caisse principal 3,661,Entrée,Propriétaire,"Monnaie ",10.00
02/10/2020 23:01,Esprit Sushi Fribourg,Caisse principal 3,660,Payout,Propriétaire,"Postfinance ",200.00
01/10/2020 22:57,Esprit Sushi Fribourg,Caisse principal 3,659,Payout,Propriétaire,"Courses ",20.00
01/10/2020 16:31,Esprit Sushi Fribourg,Caisse principal 3,659,Payout,Propriétaire,"Postfinance ",50.00
30/09/2020 23:04,Esprit Sushi Fribourg,SamsungA40,71,Payout,Propriétaire,"Postfinance ",200.00
30/09/2020 23:04,Esprit Sushi Fribourg,Caisse principal 3,658,Payout,Propriétaire,"Postfinance ",150.00
29/09/2020 16:30,Esprit Sushi Fribourg,SamsungA40,69,Payout,Propriétaire,"Postfinance ",450.00
27/09/2020 22:14,Esprit Sushi Fribourg,Caisse principal 3,656,Payout,Propriétaire,"Postfinance ",150.00
26/09/2020 17:11,Esprit Sushi Fribourg,Caisse principal 3,656,Payout,Propriétaire,"Courses ",50.00
25/09/2020 15:03,Esprit Sushi Fribourg,SamsungA40,66,Payout,Propriétaire,"Postfinance ",300.00
24/09/2020 23:07,Esprit Sushi Fribourg,Caisse principal 3,655,Payout,Propriétaire,"Postfinance ",200.00
22/09/2020 15:03,Esprit Sushi Fribourg,SamsungA40,63,Payout,Propriétaire,"Postfinance ",390.00
22/09/2020 14:55,Esprit Sushi Fribourg,Caisse principal 3,653,Payout,Propriétaire,"Postfinance ",220.00
19/09/2020 22:10,Esprit Sushi Fribourg,Caisse principal 3,653,Payout,Propriétaire,"Erreur d'attribution ",93.50
19/09/2020 22:09,Esprit Sushi Fribourg,SamsungA40,61,Entrée,Propriétaire,"Erreur attribution ",93.50
18/09/2020 17:52,Esprit Sushi Fribourg,SamsungA40,60,Payout,Propriétaire,"Postfinance ",350.00
14/09/2020 16:47,Esprit Sushi Fribourg,Caisse principal 3,652,Payout,Propriétaire,"Postfinance ",270.00
14/09/2020 16:46,Esprit Sushi Fribourg,SamsungA40,55,Payout,Propriétaire,"Postfinance ",540.00
13/09/2020 15:52,Esprit Sushi Fribourg,Caisse principal 3,652,Payout,Propriétaire,"Courses ",50.00
10/09/2020 20:07,Esprit Sushi Fribourg,SamsungA40,51,Payout,Propriétaire,"Masque station ",1.50
10/09/2020 17:16,Esprit Sushi Fribourg,Caisse principal 3,649,Entrée,Propriétaire,Solde veille,493.60
08/09/2020 22:19,Esprit Sushi Fribourg,Caisse principal 3,648,Payout,Propriétaire,"Courses ",60.00
07/09/2020 10:49,Esprit Sushi Fribourg,Caisse principal 3,648,Payout,Propriétaire,"Postfinance ",150.00
07/09/2020 10:46,Esprit Sushi Fribourg,SamsungA40,48,Payout,Propriétaire,"Postfinance ",500.00
05/09/2020 16:07,Esprit Sushi Fribourg,Caisse principal 3,646,Payout,Propriétaire,Courses,100.00
02/09/2020 19:15,Esprit Sushi Fribourg,Caisse principal 3,646,Entrée,Propriétaire,"Depuis porte monnaie ",50.00
02/09/2020 19:14,Esprit Sushi Fribourg,SamsungA40,43,Payout,Propriétaire,Vers caisse,50.00
31/08/2020 20:11,Esprit Sushi Fribourg,Caisse principal 3,644,Payout,Propriétaire,"Postfinance ",750.00
31/08/2020 20:09,Esprit Sushi Fribourg,SamsungA40,41,Payout,Propriétaire,Postfinance,340.00
30/08/2020 20:31,Esprit Sushi Fribourg,SamsungA40,40,Payout,Propriétaire,"Bonne main carte ",0.50
28/08/2020 22:16,Esprit Sushi Fribourg,Caisse principal 3,642,Entrée,Propriétaire,Porte-monnaie,500.00
28/08/2020 22:15,Esprit Sushi Fribourg,SamsungA40,38,Payout,Propriétaire,"Caisse ",500.00
25/08/2020 21:59,Esprit Sushi Fribourg,Caisse principal 3,639,Payout,Propriétaire,Pourboire carte,2.00
25/08/2020 16:14,Esprit Sushi Fribourg,SamsungA40,34,Payout,Propriétaire,Postfinance,550.00
21/08/2020 22:00,Esprit Sushi Fribourg,SamsungA40,30,Payout,Propriétaire,"Bonne main carte credit ",5.00
14/07/2020 12:36,Esprit Sushi Fribourg,Caisse principal 3,638,Payout,Propriétaire,"Postfinance ",2289.10
11/07/2020 21:21,Esprit Sushi Fribourg,Caisse principal 3,636,Entrée,Propriétaire,Porte-monnaie,400.00
11/07/2020 21:20,Esprit Sushi Fribourg,SamsungA40,27,Payout,Propriétaire,"Caisse ",400.00
08/07/2020 20:37,Esprit Sushi Fribourg,Caisse principal 3,633,Entrée,Propriétaire,Depuis porte-monnaie,300.00
08/07/2020 20:37,Esprit Sushi Fribourg,SamsungA40,24,Payout,Propriétaire,"Vers caisse ",300.00
08/07/2020 18:05,Esprit Sushi Fribourg,Caisse principal 3,633,Entrée,Propriétaire,Depuis porte-monnaie,140.00
08/07/2020 18:04,Esprit Sushi Fribourg,SamsungA40,24,Payout,Propriétaire,"Vers caisse ",140.00
06/07/2020 18:05,Esprit Sushi Fribourg,Caisse principal 3,632,Entrée,Propriétaire,Porte-monnaie,400.00
06/07/2020 18:03,Esprit Sushi Fribourg,SamsungA40,22,Payout,Propriétaire,"Caisse ",400.00
04/07/2020 18:25,Esprit Sushi Fribourg,SamsungA40,20,Payout,Propriétaire,"Vers caisse ",220.00
04/07/2020 18:24,Esprit Sushi Fribourg,Caisse principal 3,630,Entrée,Propriétaire,Depuis porte-monnaie,220.00
03/07/2020 22:03,Esprit Sushi Fribourg,SamsungA40,19,Payout,Propriétaire,"Bonne main carte ",3.20
02/07/2020 22:38,Esprit Sushi Fribourg,Caisse principal 3,628,Payout,Propriétaire,"Postfinance ",1600.00
30/06/2020 21:07,Esprit Sushi Fribourg,Caisse principal 3,626,Entrée,Propriétaire,Porte-monnaie,400.00
30/06/2020 21:07,Esprit Sushi Fribourg,SamsungA40,16,Payout,Propriétaire,"Caisse ",400.00
28/06/2020 21:44,Esprit Sushi Fribourg,Caisse principal 3,624,Entrée,Propriétaire,Depuis porte-monnaie,400.00
28/06/2020 17:54,Esprit Sushi Fribourg,SamsungA40,14,Payout,Propriétaire,"Caisse ",400.00
26/06/2020 18:12,Esprit Sushi Fribourg,Caisse principal 3,622,Entrée,Propriétaire,Depuis porte-monnaie,290.00
26/06/2020 18:11,Esprit Sushi Fribourg,SamsungA40,12,Payout,Propriétaire,"Vers caisse ",290.00
24/06/2020 18:12,Esprit Sushi Fribourg,Caisse principal 3,620,Entrée,Propriétaire,Depuis porte-monnaie,270.00
24/06/2020 18:11,Esprit Sushi Fribourg,SamsungA40,10,Payout,Propriétaire,"Vers caisse ",270.00
23/06/2020 23:54,Esprit Sushi Fribourg,Caisse principal 3,619,Payout,Propriétaire,"Postfinance ",650.00
23/06/2020 19:52,Esprit Sushi Fribourg,SamsungA40,9,Payout,Propriétaire,Pourboire carte,7.00
21/06/2020 18:06,Esprit Sushi Fribourg,Caisse principal 3,617,Entrée,Propriétaire,Porte-monnaie,400.00
21/06/2020 18:05,Esprit Sushi Fribourg,SamsungA40,7,Payout,Propriétaire,"Caisse ",400.00
20/06/2020 11:29,Esprit Sushi Fribourg,Caisse principal 3,615,Payout,Propriétaire,"Postfinance ",700.00
18/06/2020 21:29,Esprit Sushi Fribourg,SamsungA40,4,Payout,Propriétaire,"Bonne main carte ",2.10
18/06/2020 17:58,Esprit Sushi Fribourg,Caisse principal 3,614,Entrée,Propriétaire,Depuis porte-monnaie,100.00
18/06/2020 17:58,Esprit Sushi Fribourg,SamsungA40,4,Payout,Propriétaire,"Vers caisse ",100.00
18/06/2020 17:12,Esprit Sushi Fribourg,Caisse principal 3,614,Payout,Propriétaire,Courses,100.00
17/06/2020 18:04,Esprit Sushi Fribourg,Caisse principal 3,613,Entrée,Propriétaire,Depuis porte-monnaie,260.00
17/06/2020 18:04,Esprit Sushi Fribourg,SamsungA40,3,Payout,Propriétaire,"Vers caisse ",260.00
16/06/2020 17:57,Esprit Sushi Fribourg,Caisse principal 3,612,Entrée,Propriétaire,Depuis bourse,200.00
16/06/2020 17:56,Esprit Sushi Fribourg,SamsungA40,2,Payout,Propriétaire,"Vers caisse ",200.00
14/06/2020 22:08,Esprit Sushi Fribourg,Caisse principal 3,610,Entrée,Propriétaire,"Commande eat validé cash sur téléphone ",36.00
14/06/2020 13:33,Esprit Sushi Fribourg,Caisse principal 3,609,Payout,Propriétaire,"Postfinance ",1850.00
14/06/2020 13:30,Esprit Sushi Fribourg,Caisse principal 3,609,Payout,Propriétaire,"Courses ",50.00
13/06/2020 21:06,Esprit Sushi Fribourg,Caisse principal 3,609,Entrée,Propriétaire,Depuis bourse,260.00
13/06/2020 21:05,Esprit Sushi Fribourg,Terminal mobile,697,Payout,Propriétaire,Vers caisse,260.00
13/06/2020 18:05,Esprit Sushi Fribourg,Caisse principal 3,609,Entrée,Propriétaire,Depuis bourse,100.00
13/06/2020 18:05,Esprit Sushi Fribourg,Terminal mobile,697,Payout,Propriétaire,"Vers caisse ",100.00
13/06/2020 16:40,Esprit Sushi Fribourg,Caisse principal 3,609,Payout,Propriétaire,"Postfinance ",300.00
11/06/2020 22:14,Esprit Sushi Fribourg,Caisse principal 3,608,Entrée,Propriétaire,Porte-monnaie,600.00
11/06/2020 22:14,Esprit Sushi Fribourg,Terminal mobile,695,Payout,Propriétaire,"Caisse ",600.00
08/06/2020 21:42,Esprit Sushi Fribourg,Terminal mobile,692,Payout,Propriétaire,"Bonne main carte ",4.10
07/06/2020 21:23,Esprit Sushi Fribourg,Caisse principal 3,604,Entrée,Propriétaire,Porte-monnaie,400.00
07/06/2020 21:22,Esprit Sushi Fribourg,Terminal mobile,691,Payout,Propriétaire,"Caisse ",400.00
06/06/2020 13:34,Esprit Sushi Fribourg,Caisse principal 3,603,Payout,Propriétaire,"Postfinance ",650.00
05/06/2020 21:45,Esprit Sushi Fribourg,Caisse principal 3,602,Entrée,Propriétaire,Porte-monnaie,500.00
05/06/2020 21:44,Esprit Sushi Fribourg,Terminal mobile,689,Payout,Propriétaire,Caisse,500.00
03/06/2020 18:04,Esprit Sushi Fribourg,Caisse principal 3,601,Entrée,Propriétaire,Depuis bourse,170.00
03/06/2020 18:02,Esprit Sushi Fribourg,Terminal mobile,687,Payout,Propriétaire,"Vers caisse ",170.00
01/06/2020 09:24,Esprit Sushi Fribourg,Caisse principal 3,599,Payout,Propriétaire,"Postfinance ",1220.00
30/05/2020 22:43,Esprit Sushi Fribourg,Caisse principal 3,596,Payout,Propriétaire,Courses,50.00
30/05/2020 21:32,Esprit Sushi Fribourg,Terminal mobile,684,Payout,Propriétaire,"Caisse ",400.00
30/05/2020 21:31,Esprit Sushi Fribourg,Caisse principal 3,596,Entrée,Propriétaire,Porte-monnaie,400.00
30/05/2020 20:58,Esprit Sushi Fribourg,Terminal mobile,684,Payout,Propriétaire,"Pourboire carte ",2.80
30/05/2020 14:16,Esprit Sushi Fribourg,Caisse principal 3,596,Payout,Propriétaire,"Courses ",150.00
29/05/2020 19:12,Esprit Sushi Fribourg,Caisse principal 3,595,Payout,Propriétaire,Pourboire Carte,1.10
27/05/2020 21:39,Esprit Sushi Fribourg,Caisse principal 3,593,Entrée,Propriétaire,Depuis bourse,210.00
27/05/2020 21:39,Esprit Sushi Fribourg,Terminal mobile,681,Payout,Propriétaire,"Vers caisse ",210.00
27/05/2020 17:58,Esprit Sushi Fribourg,Terminal mobile,681,Payout,Propriétaire,"Pourboire carte ",2.50
26/05/2020 22:15,Esprit Sushi Fribourg,Terminal mobile,680,Payout,Propriétaire,Remboursement riz anna Okruzhnova,3.50
24/05/2020 21:13,Esprit Sushi Fribourg,Terminal mobile,679,Payout,Propriétaire,"Nettoyage voiture ",5.00
24/05/2020 19:32,Esprit Sushi Fribourg,Caisse principal 3,591,Entrée,Propriétaire,Depuis bourse,200.00
24/05/2020 19:32,Esprit Sushi Fribourg,Terminal mobile,679,Payout,Propriétaire,Vers caisse,200.00
23/05/2020 13:23,Esprit Sushi Fribourg,Caisse principal 3,588,Payout,Propriétaire,"Postfinance ",500.00
22/05/2020 20:19,Esprit Sushi Fribourg,Caisse principal 3,588,Entrée,Propriétaire,Depuis bourse,290.00
22/05/2020 20:18,Esprit Sushi Fribourg,Terminal mobile,677,Payout,Propriétaire,"Vers caisse ",290.00
